Date,National-US,Gold Price t0,Gold Price t1,Gold Price t2,Gold Price t3,SP500 t0,SP500 t1,SP500 t2,SP500 t3,Oil Price t0,Oil Price t1,Oil Price t2,Oil Price t3,FED Effective Rate t0,GDP t0,Unemployment t0,Inflation Rate t0,FED Effective Rate t1,GDP t1,Unemployment t1,Inflation Rate t1,FED Effective Rate t2,GDP t2,Unemployment t2,Inflation Rate t2,FED Effective Rate t3,GDP t3,Unemployment t3,Inflation Rate t3
1988-06-01,4.284689401784925,6.024509982420607,6.06625657095927,6.0809669854929025,6.112923042202639,5.5909869805108565,5.574812093359241,5.59508305773286,5.601011196620256,2.6769034721053733,2.7421295147550726,2.740840023925201,2.805176911832933,8.19,,5.4,4.4,8.01,,5.6,4.4,7.75,2.3,5.4,4.5,7.51,,5.4,4.5
1988-07-01,4.288127958229824,6.00731328966232,6.024509982420607,6.06625657095927,6.0809669854929025,5.625460507880731,5.5909869805108565,5.574812093359241,5.59508305773286,2.6224923127405635,2.6769034721053733,2.7421295147550726,2.740840023925201,8.3,5.4,5.4,4.5,8.19,,5.4,4.4,8.01,,5.6,4.4,7.75,2.3,5.4,4.5
1988-08-01,4.291417885803126,6.040173755619641,6.00731328966232,6.024509982420607,6.06625657095927,5.602118820879701,5.625460507880731,5.5909869805108565,5.574812093359241,2.6490076604684267,2.6224923127405635,2.6769034721053733,2.7421295147550726,8.35,,5.3,4.4,8.3,5.4,5.4,4.5,8.19,,5.4,4.4,8.01,,5.6,4.4
1988-09-01,4.294424173937759,6.0384626302685644,6.040173755619641,6.00731328966232,6.024509982420607,5.6222108209623896,5.602118820879701,5.625460507880731,5.5909869805108565,2.7960610784249234,2.6490076604684267,2.6224923127405635,2.6769034721053733,8.76,,5.3,4.7,8.35,,5.3,4.4,8.3,5.4,5.4,4.5,8.19,,5.4,4.4
1988-10-01,4.298916727950875,6.002515756919997,6.0384626302685644,6.040173755619641,6.00731328966232,5.653891705042736,5.6222108209623896,5.602118820879701,5.625460507880731,2.8914822521801917,2.7960610784249234,2.6490076604684267,2.6224923127405635,9.12,4.1,5.4,4.6,8.76,,5.3,4.7,8.35,,5.3,4.4,8.3,5.4,5.4,4.5
1988-11-01,4.303659605599776,5.960935749573076,6.002515756919997,6.0384626302685644,6.040173755619641,5.683579767338681,5.653891705042736,5.6222108209623896,5.602118820879701,2.88703285663065,2.8914822521801917,2.7960610784249234,2.6490076604684267,9.36,,5.2,4.8,9.12,4.1,5.4,4.6,8.76,,5.3,4.7,8.35,,5.3,4.4
1988-12-01,4.309590341409169,5.966849056543631,5.960935749573076,6.002515756919997,6.0384626302685644,5.6791481936978405,5.683579767338681,5.653891705042736,5.6222108209623896,2.969388298214389,2.88703285663065,2.8914822521801917,2.7960610784249234,9.85,,5.0,4.7,9.36,,5.2,4.8,9.12,4.1,5.4,4.6,8.76,,5.3,4.7
1989-01-01,4.315753276242594,5.952515796969407,5.966849056543631,5.960935749573076,6.002515756919997,5.711419901785413,5.6791481936978405,5.683579767338681,5.653891705042736,3.0478502278160975,2.969388298214389,2.88703285663065,2.8914822521801917,9.84,3.2,5.2,4.6,9.85,,5.0,4.7,9.36,,5.2,4.8,9.12,4.1,5.4,4.6
1989-02-01,4.321480134805848,5.917145014115306,5.952515796969407,5.966849056543631,5.960935749573076,5.749074463847908,5.711419901785413,5.6791481936978405,5.683579767338681,3.0017143452315387,3.0478502278160975,2.969388298214389,2.88703285663065,9.81,,5.2,4.6,9.84,3.2,5.2,4.6,9.85,,5.0,4.7,9.36,,5.2,4.8
1989-03-01,4.3267781604434035,5.90734081503758,5.917145014115306,5.952515796969407,5.966849056543631,5.779817160932199,5.749074463847908,5.711419901785413,5.6791481936978405,2.998229153752578,3.0017143452315387,3.0478502278160975,2.969388298214389,9.53,,5.3,4.5,9.81,,5.2,4.6,9.84,3.2,5.2,4.6,9.85,,5.0,4.7
1989-04-01,4.331391018705302,5.927485869228925,5.90734081503758,5.917145014115306,5.952515796969407,5.804833718725929,5.779817160932199,5.749074463847908,5.711419901785413,2.984671326194566,2.998229153752578,3.0017143452315387,3.0478502278160975,9.24,3.0,5.2,4.6,9.53,,5.3,4.5,9.81,,5.2,4.6,9.84,3.2,5.2,4.6
1989-05-01,4.3344107807322185,5.901397597516588,5.927485869228925,5.90734081503758,5.917145014115306,5.848171377281505,5.804833718725929,5.779817160932199,5.749074463847908,2.922085733385692,2.984671326194566,2.998229153752578,3.0017143452315387,8.99,,5.2,4.4,9.24,3.0,5.2,4.6,9.53,,5.3,4.5,9.81,,5.2,4.6
1989-06-01,4.336375289254793,5.89108604502994,5.901397597516588,5.927485869228925,5.90734081503758,5.850188959750028,5.848171377281505,5.804833718725929,5.779817160932199,2.9750192319564492,2.922085733385692,2.984671326194566,2.998229153752578,9.02,,5.3,4.3,8.99,,5.2,4.4,9.24,3.0,5.2,4.6,9.53,,5.3,4.5
1989-07-01,4.337160013333775,5.9048167403823095,5.89108604502994,5.901397597516588,5.927485869228925,5.850476853807004,5.850188959750028,5.848171377281505,5.804833718725929,3.0007198150650303,2.9750192319564492,2.922085733385692,2.984671326194566,8.84,0.9,5.3,4.3,9.02,,5.3,4.3,8.99,,5.2,4.4,9.24,3.0,5.2,4.6
1989-08-01,4.337552144572052,5.977266733457759,5.9048167403823095,5.89108604502994,5.901397597516588,5.829533679961761,5.850476853807004,5.850188959750028,5.848171377281505,2.9887076586170265,3.0007198150650303,2.9750192319564492,2.922085733385692,8.55,,5.4,4.4,8.84,0.9,5.3,4.3,9.02,,5.3,4.3,8.99,,5.2,4.4
1989-09-01,4.33729074083249,6.015315342054652,5.977266733457759,5.9048167403823095,5.89108604502994,5.85392513308592,5.829533679961761,5.850476853807004,5.850188959750028,3.0492730404820207,2.9887076586170265,3.0007198150650303,2.9750192319564492,8.45,,5.4,4.4,8.55,,5.4,4.4,8.84,0.9,5.3,4.3,9.02,,5.3,4.3
1989-10-01,4.33768282082183,6.016444923168523,6.015315342054652,5.977266733457759,5.9048167403823095,5.828857378423127,5.85392513308592,5.829533679961761,5.850476853807004,3.1293886583666644,3.0492730404820207,2.9887076586170265,3.0007198150650303,8.23,4.5,5.4,4.4,8.45,,5.4,4.4,8.55,,5.4,4.4,8.84,0.9,5.3,4.3
1989-11-01,4.338466519921502,6.0319896975744,6.016444923168523,6.015315342054652,5.977266733457759,5.800455361916462,5.828857378423127,5.85392513308592,5.829533679961761,3.096029994869355,3.1293886583666644,3.0492730404820207,2.9887076586170265,8.24,,5.3,4.6,8.23,4.5,5.4,4.4,8.45,,5.4,4.4,8.55,,5.4,4.4
1989-12-01,4.3410744233424525,5.975490132844786,6.0319896975744,6.016444923168523,6.015315342054652,5.82440591697994,5.800455361916462,5.828857378423127,5.85392513308592,3.015044584586364,3.096029994869355,3.1293886583666644,3.0492730404820207,8.28,,5.2,4.9,8.24,,5.3,4.6,8.23,4.5,5.4,4.4,8.45,,5.4,4.4
1990-01-01,4.34432476748987,5.926736674711259,5.975490132844786,6.0319896975744,6.016444923168523,5.8235782981102835,5.82440591697994,5.800455361916462,5.828857378423127,2.9139797716817317,3.015044584586364,3.096029994869355,3.1293886583666644,8.26,1.6,5.4,4.8,8.28,,5.2,4.9,8.24,,5.3,4.6,8.23,4.5,5.4,4.4
1990-02-01,4.3476939555933765,5.910403612884361,5.926736674711259,5.975490132844786,6.0319896975744,5.858647185217117,5.8235782981102835,5.82440591697994,5.800455361916462,2.9014215940827497,2.9139797716817317,3.015044584586364,3.096029994869355,8.18,,5.4,4.8,8.26,1.6,5.4,4.8,8.28,,5.2,4.9,8.24,,5.3,4.6
1990-03-01,4.350277936359301,5.865495913166529,5.910403612884361,5.926736674711259,5.975490132844786,5.887186778401394,5.858647185217117,5.8235782981102835,5.82440591697994,2.8154087194227095,2.9014215940827497,2.9139797716817317,3.015044584586364,8.29,,5.2,4.9,8.18,,5.4,4.8,8.26,1.6,5.4,4.8,8.28,,5.2,4.9
1990-04-01,4.351051830374451,5.891146850593115,5.865495913166529,5.910403612884361,5.926736674711259,5.8861873613114595,5.887186778401394,5.858647185217117,5.8235782981102835,2.915064370486536,2.8154087194227095,2.9014215940827497,2.9139797716817317,8.15,0.1,5.5,5.0,8.29,,5.2,4.9,8.18,,5.4,4.8,8.26,1.6,5.4,4.8
1990-05-01,4.349890764643811,5.978533804236056,5.891146850593115,5.865495913166529,5.910403612884361,5.801362802995065,5.8861873613114595,5.887186778401394,5.858647185217117,3.3072529354856135,2.915064370486536,2.8154087194227095,2.9014215940827497,8.13,,5.7,5.5,8.15,0.1,5.5,5.0,8.29,,5.2,4.9,8.18,,5.4,4.8
1990-06-01,4.346658490836091,5.965017897092999,5.978533804236056,5.891146850593115,5.865495913166529,5.753873379796771,5.801362802995065,5.8861873613114595,5.887186778401394,3.511843901749219,3.3072529354856135,2.915064370486536,2.8154087194227095,8.2,,5.9,5.5,8.13,,5.7,5.5,8.15,0.1,5.5,5.0,8.29,,5.2,4.9
1990-07-01,4.342635907068963,5.943673009145377,5.965017897092999,5.978533804236056,5.891146850593115,5.727238550692542,5.753873379796771,5.801362802995065,5.8861873613114595,3.584629432740137,3.511843901749219,3.3072529354856135,2.915064370486536,8.11,-3.4,5.9,5.3,8.2,,5.9,5.5,8.13,,5.7,5.5,8.15,0.1,5.5,5.0
1990-08-01,4.335589948900293,5.945069761726692,5.943673009145377,5.965017897092999,5.978533804236056,5.7534928502218605,5.727238550692542,5.753873379796771,5.801362802995065,3.4759955917373415,3.584629432740137,3.511843901749219,3.3072529354856135,7.81,,6.2,5.3,8.11,-3.4,5.9,5.3,8.2,,5.9,5.5,8.13,,5.7,5.5
1990-09-01,4.33033852551513,5.935320030864815,5.945069761726692,5.943673009145377,5.965017897092999,5.795297583491974,5.7534928502218605,5.727238550692542,5.753873379796771,3.3061538329752613,3.4759955917373415,3.584629432740137,3.511843901749219,7.31,,6.3,5.2,7.81,,6.2,5.3,8.11,-3.4,5.9,5.3,8.2,,5.9,5.5
1990-10-01,4.324529928325356,5.952180431944836,5.935320030864815,5.945069761726692,5.943673009145377,5.785331739210489,5.795297583491974,5.7534928502218605,5.727238550692542,3.2280337626529665,3.3061538329752613,3.4759955917373415,3.584629432740137,6.91,-1.9,6.4,5.6,7.31,,6.3,5.2,7.81,,6.2,5.3,8.11,-3.4,5.9,5.3
1990-11-01,4.3208159036289855,5.896461320188799,5.952180431944836,5.935320030864815,5.945069761726692,5.89236218606477,5.785331739210489,5.795297583491974,5.7534928502218605,3.019448800171307,3.2280337626529665,3.3061538329752613,3.4759955917373415,6.25,,6.6,5.6,6.91,-1.9,6.4,5.6,7.31,,6.3,5.2,7.81,,6.2,5.3
1990-12-01,4.319353040145823,5.89547663769682,5.896461320188799,5.952180431944836,5.935320030864815,5.91964625931751,5.89236218606477,5.785331739210489,5.795297583491974,2.990719731730447,3.019448800171307,3.2280337626529665,3.3061538329752613,6.12,,6.8,5.2,6.25,,6.6,5.6,6.91,-1.9,6.4,5.6,7.31,,6.3,5.2
1991-01-01,4.3217457037889515,5.880686605885539,5.89547663769682,5.896461320188799,5.952180431944836,5.939328792687453,5.91964625931751,5.89236218606477,5.785331739210489,3.0363942552728806,2.990719731730447,3.019448800171307,3.2280337626529665,5.91,3.1,6.7,5.1,6.12,,6.8,5.2,6.25,,6.6,5.6,6.91,-1.9,6.4,5.6
1991-02-01,4.327702435943282,5.878063459179972,5.880686605885539,5.89547663769682,5.896461320188799,5.934867740243193,5.939328792687453,5.91964625931751,5.89236218606477,3.055415275715165,3.0363942552728806,2.990719731730447,3.019448800171307,5.78,,6.9,5.1,5.91,3.1,6.7,5.1,6.12,,6.8,5.2,6.25,,6.6,5.6
1991-03-01,4.334148554429418,5.903616456534786,5.878063459179972,5.880686605885539,5.89547663769682,5.935661097242545,5.934867740243193,5.939328792687453,5.91964625931751,3.005187432324746,3.055415275715165,3.0363942552728806,2.990719731730447,5.9,,6.9,5.0,5.78,,6.9,5.1,5.91,3.1,6.7,5.1,6.12,,6.8,5.2
1991-04-01,4.3374214512437606,5.908118263631936,5.903616456534786,5.878063459179972,5.880686605885539,5.940776332780459,5.935661097242545,5.934867740243193,5.939328792687453,3.0633909220278057,3.005187432324746,3.055415275715165,3.0363942552728806,5.82,1.9,6.8,4.8,5.9,,6.9,5.0,5.78,,6.9,5.1,5.91,3.1,6.7,5.1
1991-05-01,4.338466519921502,5.8769539636344215,5.908118263631936,5.903616456534786,5.878063459179972,5.964607092938099,5.940776332780459,5.935661097242545,5.934867740243193,3.076851324838783,3.0633909220278057,3.005187432324746,3.055415275715165,5.66,,6.9,4.6,5.82,1.9,6.8,4.8,5.9,,6.9,5.0,5.78,,6.9,5.1
1991-06-01,4.338335946049148,5.853523445994759,5.8769539636344215,5.908118263631936,5.903616456534786,5.9589413554024215,5.964607092938099,5.940776332780459,5.935661097242545,3.0860299115347716,3.076851324838783,3.0633909220278057,3.005187432324746,5.45,,6.9,4.5,5.66,,6.9,4.6,5.82,1.9,6.8,4.8,5.9,,6.9,5.0
1991-07-01,4.334541868102138,5.882837591327385,5.853523445994759,5.8769539636344215,5.908118263631936,5.958114567426428,5.9589413554024215,5.964607092938099,5.940776332780459,3.145444546782318,3.0860299115347716,3.076851324838783,3.0633909220278057,5.21,1.8,7.0,4.4,5.45,,6.9,4.5,5.66,,6.9,4.6,5.82,1.9,6.8,4.8
1991-08-01,4.331259517620229,5.885992914165747,5.882837591327385,5.853523445994759,5.8769539636344215,5.955630094098766,5.958114567426428,5.9589413554024215,5.964607092938099,3.111735949310297,3.145444546782318,3.0860299115347716,3.076851324838783,4.81,,7.0,4.5,5.21,1.8,7.0,4.4,5.45,,6.9,4.5,5.66,,6.9,4.6
1991-09-01,4.328625857946767,5.89129884832726,5.885992914165747,5.882837591327385,5.853523445994759,5.962318909502173,5.955630094098766,5.958114567426428,5.9589413554024215,2.970414465569701,3.111735949310297,3.145444546782318,3.0860299115347716,4.43,,7.3,4.4,4.81,,7.0,4.5,5.21,1.8,7.0,4.4,5.45,,6.9,4.5
1991-10-01,4.3267781604434035,5.870527793707454,5.89129884832726,5.885992914165747,5.882837591327385,6.030877549464817,5.962318909502173,5.955630094098766,5.958114567426428,2.933324813425374,2.970414465569701,3.111735949310297,3.145444546782318,4.03,4.8,7.3,3.9,4.43,,7.3,4.4,4.81,,7.0,4.5,5.21,1.8,7.0,4.4
1991-11-01,4.326249619204883,5.86888157265457,5.870527793707454,5.89129884832726,5.885992914165747,6.022381649742703,6.030877549464817,5.962318909502173,5.955630094098766,2.944965156500338,2.933324813425374,2.970414465569701,3.111735949310297,4.06,,7.4,3.8,4.03,4.8,7.3,3.9,4.43,,7.3,4.4,4.81,,7.0,4.5
1991-12-01,4.328362110088189,5.842503295542273,5.86888157265457,5.870527793707454,5.89129884832726,6.009697315369042,6.022381649742703,6.030877549464817,5.962318909502173,2.9402195636237325,2.944965156500338,2.933324813425374,2.970414465569701,3.98,,7.4,3.9,4.06,,7.4,3.8,4.03,4.8,7.3,3.9,4.43,,7.3,4.4
1992-01-01,4.331785418237135,5.825197425435469,5.842503295542273,5.86888157265457,5.870527793707454,6.009820049392294,6.009697315369042,6.022381649742703,6.030877549464817,3.007166651179654,2.9402195636237325,2.944965156500338,2.933324813425374,3.73,4.5,7.4,3.9,3.98,,7.4,3.9,4.06,,7.4,3.8,4.03,4.8,7.3,3.9
1992-02-01,4.335982696172475,5.820198650659476,5.825197425435469,5.842503295542273,5.86888157265457,6.027820584068636,6.009820049392294,6.009697315369042,6.022381649742703,3.043569602968151,3.007166651179654,2.9402195636237325,2.944965156500338,3.82,,7.6,3.8,3.73,4.5,7.4,3.9,3.98,,7.4,3.9,4.06,,7.4,3.8
1992-03-01,4.33872761652873,5.831248845496244,5.820198650659476,5.825197425435469,5.842503295542273,6.011928720240336,6.027820584068636,6.009820049392294,6.009697315369042,3.1086144306106633,3.043569602968151,3.007166651179654,2.9402195636237325,3.76,,7.8,3.8,3.82,,7.6,3.8,3.73,4.5,7.4,3.9,3.98,,7.4,3.9
1992-04-01,4.340162430575183,5.864914442767552,5.831248845496244,5.820198650659476,5.825197425435469,6.028398994901044,6.011928720240336,6.027820584068636,6.009820049392294,3.0809921175048145,3.1086144306106633,3.043569602968151,3.007166651179654,3.25,3.9,7.7,3.7,3.76,,7.8,3.8,3.82,,7.6,3.8,3.73,4.5,7.4,3.9
1992-05-01,4.340423084818807,5.839486921154639,5.864914442767552,5.831248845496244,5.820198650659476,6.035313954386243,6.028398994901044,6.011928720240336,6.027820584068636,3.060583245873607,3.0809921175048145,3.1086144306106633,3.043569602968151,3.3,,7.6,3.5,3.25,3.9,7.7,3.7,3.76,,7.8,3.8,3.82,,7.6,3.8
1992-06-01,4.339119133662605,5.844413604395947,5.839486921154639,5.864914442767552,5.831248845496244,6.036629099062355,6.035313954386243,6.028398994901044,6.011928720240336,3.0855729775537806,3.060583245873607,3.0809921175048145,3.1086144306106633,3.22,,7.6,3.3,3.3,,7.6,3.5,3.25,3.9,7.7,3.7,3.76,,7.8,3.8
1992-07-01,4.33872761652873,5.841446565905734,5.844413604395947,5.839486921154639,5.864914442767552,6.022236205774735,6.036629099062355,6.035313954386243,6.028398994901044,3.076851324838783,3.0855729775537806,3.060583245873607,3.0809921175048145,3.1,4.1,7.3,3.5,3.22,,7.6,3.3,3.3,,7.6,3.5,3.25,3.9,7.7,3.7
1992-08-01,4.338466519921502,5.813903640415515,5.841446565905734,5.844413604395947,5.839486921154639,6.046993856900462,6.022236205774735,6.036629099062355,6.035313954386243,3.012589390620414,3.076851324838783,3.0855729775537806,3.060583245873607,3.09,,7.4,3.4,3.1,4.1,7.3,3.5,3.22,,7.6,3.3,3.3,,7.6,3.5
1992-09-01,4.336898507056134,5.813106126704249,5.813903640415515,5.841446565905734,5.844413604395947,6.0768162142074855,6.046993856900462,6.022236205774735,6.036629099062355,2.9657883971809187,3.012589390620414,3.076851324838783,3.0855729775537806,2.92,,7.4,3.3,3.09,,7.4,3.4,3.1,4.1,7.3,3.5,3.22,,7.6,3.3
1992-10-01,4.335982696172475,5.7960364739432775,5.813106126704249,5.813903640415515,5.841446565905734,6.075874626989435,6.0768162142074855,6.046993856900462,6.022236205774735,2.946016681308058,2.9657883971809187,3.012589390620414,3.076851324838783,3.02,0.8,7.3,3.5,2.92,,7.4,3.3,3.09,,7.4,3.4,3.1,4.1,7.3,3.5
1992-11-01,4.3351970473170836,5.796999556367335,5.7960364739432775,5.813106126704249,5.813903640415515,6.090630918602481,6.075874626989435,6.0768162142074855,6.046993856900462,3.000222178826843,2.946016681308058,2.9657883971809187,3.012589390620414,3.03,,7.1,3.6,3.02,0.8,7.3,3.5,2.92,,7.4,3.3,3.09,,7.4,3.4
1992-12-01,4.335851797553269,5.79901386347781,5.796999556367335,5.7960364739432775,5.813106126704249,6.109603075125023,6.090630918602481,6.075874626989435,6.0768162142074855,3.011605622710281,3.000222178826843,2.946016681308058,2.9657883971809187,3.07,,7.0,3.4,3.03,,7.1,3.6,3.02,0.8,7.3,3.5,2.92,,7.4,3.3
1993-01-01,4.339510497570803,5.834658678718696,5.79901386347781,5.796999556367335,5.7960364739432775,6.093750340648732,6.109603075125023,6.090630918602481,6.075874626989435,3.0081547935525483,3.011605622710281,3.000222178826843,2.946016681308058,2.96,2.4,7.1,3.5,3.07,,7.0,3.4,3.03,,7.1,3.6,3.02,0.8,7.3,3.5
1993-02-01,4.34432476748987,5.905484456341682,5.834658678718696,5.79901386347781,5.796999556367335,6.0986359221697715,6.093750340648732,6.109603075125023,6.090630918602481,2.9932291433358724,3.0081547935525483,3.011605622710281,3.000222178826843,3.0,,7.1,3.4,2.96,2.4,7.1,3.5,3.07,,7.0,3.4,3.03,,7.1,3.6
1993-03-01,4.350535967582511,5.918662644750586,5.905484456341682,5.834658678718696,5.79901386347781,6.104927152018783,6.0986359221697715,6.093750340648732,6.109603075125023,2.949164637737656,2.9932291433358724,3.0081547935525483,3.011605622710281,3.04,,7.0,3.3,3.0,,7.1,3.4,2.96,2.4,7.1,3.5,3.07,,7.0,3.4
1993-04-01,4.355297574931857,5.971348570723104,5.918662644750586,5.905484456341682,5.834658678718696,6.103207153828511,6.104927152018783,6.0986359221697715,6.093750340648732,2.884241897520628,2.949164637737656,2.9932291433358724,3.0081547935525483,3.06,2.0,6.9,3.2,3.04,,7.0,3.3,3.0,,7.1,3.4,2.96,2.4,7.1,3.5
